cn8,hs12
58079090,580790
58081000,580810
58089000,580890
58090000,580900
58101010,581010
58101090,581010
58109110,581091
58109190,581091
58109210,581092
58109290,581092
58109910,581099
58109990,581099
58110000,581100
59011000,590110
59019000,590190
59021010,590210
59021090,590210
59022010,590220
59022090,590220
59029010,590290
59029090,590290
59031010,590310
59031090,590310
59032010,590320
59032090,590320
59039010,590390
59039091,590390
59039099,590390
59041000,590410
59049000,590490
59050010,590500
59050030,590500
59050050,590500
59050070,590500
59050090,590500
59061000,590610
59069100,590691
59069910,590699
59069990,590699
59070000,590700
59080000,590800
59090010,590900
59090090,590900
59100000,591000
59111000,591110
59112000,591120
59113111,591131
59113119,591131
59113190,591131
59113211,591132
59113219,591132
59113290,591132
59114000,591140
59119010,591190
59119091,591190
59119099,591190
60011000,600110
60012100,600121
60012200,600122
60012900,600129
60019100,600191
60019200,600192
60019900,600199
60024000,600240
60029000,600290
60031000,600310
60032000,600320
60033010,600330
60033090,600330
60034000,600340
60039000,600390
60041000,600410
60049000,600490
60052100,600521
60052200,600522
60052300,600523
60052400,600524
60053500,600531
60053500,600532
60053500,600533
60053500,600534
60053600,600531
60053700,600532
60053800,600533
60053900,600534
60054100,600541
60054200,600542
60054300,600543
60054400,600544
60059010,600590
60059090,600590
60061000,600610
60062100,600621
60062200,600622
60062300,600623
60062400,600624
60063100,600631
60063200,600632
60063300,600633
60063400,600634
60064100,600641
60064200,600642
60064300,600643
60064400,600644
60069000,600690
61012010,610120
61012090,610120
61013010,610130
61013090,610130
61019020,610190
61019080,610190
61021010,610210
61021090,610210
61022010,610220
61022090,610220
61023010,610230
61023090,610230
61029010,610290
61029090,610290
61031010,610310
61031090,610310
61032200,610322
61032300,610323
61032900,610329
61033100,610331
61033200,610332
61033300,610333
61033900,610339
61034100,610341
61034200,610342
61034300,610343
61034900,610349
61041300,610413
61041920,610419
61041990,610419
61042200,610422
61042300,610423
61042910,610429
61042990,610429
61043100,610431
61043200,610432
61043300,610433
61043900,610439
61044100,610441
61044200,610442
61044300,610443
61044400,610444
61044900,610449
61045100,610451
61045200,610452
61045300,610453
61045900,610459
61046100,610461
61046200,610462
61046300,610463
61046900,610469
61051000,610510
61052010,610520
61052090,610520
61059010,610590
61059090,610590
61061000,610610
61062000,610620
61069010,610690
61069030,610690
61069050,610690
61069090,610690
61071100,610711
61071200,610712
61071900,610719
61072100,610721
61072200,610722
61072900,610729
61079100,610791
61079900,610799
61081100,610811
61081900,610819
61082100,610821
61082200,610822
61082900,610829
61083100,610831
61083200,610832
61083900,610839
61089100,610891
61089200,610892
61089900,610899
61091000,610910
61099020,610990
61099090,610990
61101110,611011
61101130,611011
61101190,611011
61101210,611012
61101290,611012
61101910,611019
61101990,611019
61102010,611020
61102091,611020
61102099,611020
61103010,611030
61103091,611030
61103099,611030
61109010,611090
61109090,611090
61112010,611120
61112090,611120
61113010,611130
61113090,611130
61119011,611190
61119019,611190
61119090,611190
61121100,611211
61121200,611212
61121900,611219
61122000,611220
61123110,611231
61123190,611231
61123910,611239
61123990,611239
61124110,611241
61124190,611241
61124910,611249
61124990,611249
61130010,611300
61130090,611300
61142000,611420
61143000,611430
61149000,611490
61151010,611510
61151090,611510
61152100,611521
61152200,611522
61152900,611529
61153011,611530
61153019,611530
61153090,611530
61159400,611594
61159500,611595
61159610,611596
61159691,611596
61159699,611596
61159900,611599
61161020,611610
61161020,611691
61161020,611692
61161020,611693
61161020,611699
61161080,611610
61161080,611691
61161080,611692
61161080,611693
61161080,611699
61169100,611691
61169200,611692
61169300,611693
61169900,611699
61171000,611710
61178010,611780
61178080,611780
61179000,611790
62012000,620111
62012000,620191
62013010,620112
62013010,620192
62013090,620112
62013090,620192
62014010,620113
62014010,620193
62014090,620113
62014090,620193
62019000,620119
62019000,620199
62022000,620211
62022000,620291
62023010,620212
62023010,620292
62023090,620212
62023090,620292
62024010,620213
62024010,620293
62024090,620213
62024090,620293
62029000,620219
62029000,620299
62031100,620311
62031200,620312
62031910,620319
62031930,620319
62031990,620319
62032210,620322
62032280,620322
62032310,620323
62032380,620323
62032911,620329
62032918,620329
62032930,620329
62032990,620329
62033100,620331
62033210,620332
62033290,620332
62033310,620333
62033390,620333
62033911,620339
62033919,620339
62033990,620339
62034110,620341
62034130,620341
62034190,620341
62034211,620342
62034231,620342
62034233,620342
62034235,620342
62034251,620342
62034259,620342
62034290,620342
62034311,620343
62034319,620343
62034331,620343
62034339,620343
62034390,620343
62034911,620349
62034919,620349
62034931,620349
62034939,620349
62034950,620349
62034990,620349
62041100,620411
62041200,620412
62041300,620413
62041910,620419
62041990,620419
62042100,620421
62042210,620422
62042280,620422
62042310,620423
62042380,620423
62042911,620429
62042918,620429
62042990,620429
62043100,620431
62043210,620432
62043290,620432
62043310,620433
62043390,620433
62043911,620439
62043919,620439
62043990,620439
62044100,620441
62044200,620442
62044300,620443
62044400,620444
62044910,620449
62044990,620449
62045100,620451
62045200,620452
62045300,620453
62045910,620459
62045990,620459
62046110,620461
62046185,620461
62046211,620462
62046231,620462
62046233,620462
62046239,620462
62046251,620462
62046259,620462
62046290,620462
62046311,620463
62046318,620463
62046331,620463
62046339,620463
62046390,620463
62046911,620469
62046918,620469
62046931,620469
62046939,620469
62046950,620469
62046990,620469
62052000,620520
62053000,620530
62059010,620590
62059080,620590
62061000,620610
62062000,620620
62063000,620630
62064000,620640
62069010,620690
62069090,620690
62071100,620711
62071900,620719
62072100,620721
62072200,620722
62072900,620729
62079100,620791
62079910,620799
62079990,620799
62081100,620811
62081900,620819
62082100,620821
62082200,620822
62082900,620829
62089100,620891
62089200,620892
62089900,620899
62092000,620920
62093000,620930
62099010,620990
62099090,620990
62101010,621010
62101092,621010
62101098,621010
62102000,621020
62102000,621040
62103000,621030
62103000,621050
62104000,621040
62105000,621050
62111100,621111
62111200,621112
62112000,621120
62113210,621132
62113231,621132
62113241,621132
62113242,621132
62113290,621132
62113310,621133
62113331,621133
62113341,621133
62113342,621133
62113390,621133
62113900,621139
62114210,621142
62114231,621142
62114241,621142
62114242,621142
62114290,621142
62114310,621143
62114331,621143
62114341,621143
62114342,621143
62114390,621143
62114900,621149
62121010,621210
62121090,621210
62122000,621220
62123000,621230
62129000,621290
62132000,621320
62139000,621390
62141000,621410
62142000,621420
62143000,621430
62144000,621440
62149000,621490
62151000,621510
62152000,621520
62159000,621590
62160000,621600
62171000,621710
62179000,621790
63011000,630110
63012010,630120
63012090,630120
63013010,630130
63013090,630130
63014010,630140
63014090,630140
63019010,630190
63019090,630190
63021000,630210
63022100,630221
63022210,630222
63022290,630222
63022910,630229
63022990,630229
63023100,630231
63023210,630232
63023290,630232
63023920,630239
63023990,630239
63024000,630240
63025100,630251
63025310,630253
63025390,630253
63025910,630259
63025990,630259
63026000,630260
63029100,630291
63029310,630293
63029390,630293
63029910,630299
63029990,630299
63031200,630312
63031900,630319
63039100,630391
63039210,630392
63039290,630392
63039910,630399
63039990,630399
63041100,630411
63041910,630419
63041930,630419
63041990,630419
63042000,630491
63049100,630491
63049200,630492
63049300,630493
63049900,630499
63051010,630510
63051090,630510
63052000,630520
63053211,630532
63053219,630532
63053290,630532
63053310,630533
63053390,630533
63053900,630539
63059000,630590
63061200,630612
63061900,630619
63062200,630622
63062900,630629
63063000,630630
63064000,630640
63069000,630690
63071010,630710
63071030,630710
63071090,630710
63072000,630720
63079010,630790
63079091,630790
63079092,630790
63079093,630790
63079095,630790
63079098,630790
63080000,630800
63090000,630900
63101000,631010
63109000,631090
64011000,640110
64019210,640192
64019290,640192
64019900,640199
64021210,640212
64021290,640212
64021900,640219
64022000,640220
64029110,640291
64029190,640291
64029905,640299
64029910,640299
64029931,640299
64029939,640299
64029950,640299
64029991,640299
64029993,640299
64029996,640299
64029998,640299
64031200,640312
64031900,640319
64032000,640320
64034000,640340
64035105,640351
64035111,640351
64035115,640351
64035119,640351
64035191,640351
64035195,640351
64035199,640351
64035905,640359
64035911,640359
64035931,640359
64035935,640359
64035939,640359
64035950,640359
64035991,640359
64035995,640359
64035999,640359
64039105,640391
64039111,640391
64039113,640391
64039116,640391
64039118,640391
64039191,640391
64039193,640391
64039196,640391
64039198,640391
64039905,640399
64039911,640399
64039931,640399
64039933,640399
64039936,640399
64039938,640399
64039950,640399
64039991,640399
64039993,640399
64039996,640399
64039998,640399
64041100,640411
64041910,640419
64041990,640419
64042010,640420
64042090,640420
64051000,640510
64052010,640520
64052091,640520
64052099,640520
64059010,640590
64059090,640590
64061010,640610
64061090,640610
64062010,640620
64062090,640620
64069030,640690
64069050,640690
64069060,640690
64069090,640690
65010000,650100
65020000,650200
65040000,650400
65050010,650500
65050030,650500
65050090,650500
65061010,650610
65061080,650610
65069100,650691
65069910,650699
65069990,650699
65070000,650700
66011000,660110
66019100,660191
66019920,660199
66019990,660199
66020000,660200
66032000,660320
66039010,660390
66039090,660390
67010000,670100
67021000,670210
67029000,670290
67030000,670300
67041100,670411
67041900,670419
67042000,670420
67049000,670490
68010000,680100
68021000,680210
68022100,680221
68022300,680223
68022900,680229
68029100,680291
68029200,680292
68029310,680293
68029390,680293
68029910,680299
68029990,680299
68030010,680300
68030090,680300
68041000,680410
68042100,680421
68042212,680422
68042218,680422
68042230,680422
68042250,680422
68042290,680422
68042300,680423
68043000,680430
68051000,680510
68052000,680520
68053000,680530
68061000,680610
68062010,680620
68062090,680620
68069000,680690
68071000,680710
68079000,680790
68080000,680800
68091100,680911
68091900,680919
68099000,680990
68101110,681011
68101190,681011
68101900,681019
68109100,681091
68109900,681099
68114000,681140
68118100,681181
68118200,681182
68118900,681189
68128010,681280
68128090,681280
68129100,681291
68129910,681292
68129910,681293
68129910,681299
68129990,681292
68129990,681293
68129990,681299
68132000,681320
68138100,681381
68138900,681389
68141000,681410
68149000,681490
68151100,681599
68151200,681599
68151300,681599
68151900,681510
68152000,681520
68159100,681591
68159100,681599
68159900,681599
69010000,690100
69021000,690210
69022010,690220
69022091,690220
69022099,690220
69029000,690290
69031000,690310
69032010,690320
69032090,690320
69039010,690390
69039090,690390
69041000,690410
69049000,690490
69051000,690510
69059000,690590
69060000,690600
69072100,690710
69072100,690790
69072100,690810
69072100,690890
69072200,690710
69072200,690790
69072200,690810
69072200,690890
69072300,690710
69072300,690790
69072300,690810
69072300,690890
69073000,690710
69073000,690790
69073000,690810
69073000,690890
69074000,690710
69074000,690790
69074000,690810
69074000,690890
69091100,690911
69091200,690912
69091900,690919
69099000,690990
69101000,691010
69109000,691090
69111000,691110
69119000,691190
69120021,691200
69120023,691200
69120025,691200
69120029,691200
69120081,691200
69120083,691200
69120085,691200
69120089,691200
69131000,691310
69139010,691390
69139093,691390
69139098,691390
69141000,691410
69149000,691490
70010010,700100
70010091,700100
70010099,700100
70021000,700210
70022010,700220
70022090,700220
70023100,700231
70023200,700232
70023900,700239
70031210,700312
70031291,700312
70031299,700312
70031910,700319
70031990,700319
70032000,700320
70033000,700330
70042010,700420
70042091,700420
70042099,700420
70049010,700490
70049080,700490
70051005,700510
70051025,700510
70051030,700510
70051080,700510
70052125,700521
70052130,700521
70052180,700521
70052925,700529
70052935,700529
70052980,700529
70053000,700530
70060010,700600
70060090,700600
70071110,700711
70071190,700711
70071910,700719
70071920,700719
70071980,700719
70072120,700721
70072180,700721
70072900,700729
70080020,700800
70080081,700800
70080089,700800
70091000,700910
70099100,700991
70099200,700992
70101000,701010
70102000,701020
70109010,701090
70109021,701090
70109031,701090
70109041,701090
70109043,701090
70109045,701090
70109047,701090
70109051,701090
70109053,701090
70109055,701090
70109057,701090
70109061,701090
70109067,701090
70109071,701090
70109079,701090
70109091,701090
70109099,701090
70111000,701110
70112000,701120
70119000,701190
70131000,701310
70132210,701322
70132290,701322
70132810,701328
70132890,701328
70133311,701333
70133319,701333
70133391,701333
70133399,701333
70133710,701337
70133751,701337
70133759,701337
70133791,701337
70133799,701337
70134110,701341
70134190,701341
70134200,701342
70134910,701349
70134991,701349
70134999,701349
70139110,701391
70139190,701391
70139900,701399
70140000,701400
70151000,701510
70159000,701590
70161000,701610
70169010,701690
70169040,701690
70169070,701690
70171000,701710
70172000,701720
70179000,701790
70181011,701810
70181019,701810
70181030,701810
70181051,701810
70181059,701810
70181090,701810
70182000,701820
70189010,701890
70189090,701890
70191100,701911
70191200,701912
70191300,701919
70191400,701931
70191500,701931
70191900,701931
70196100,701940
70196210,701939
70196290,701939
70196300,701951
70196300,701952
70196300,701959
70196400,701951
70196400,701952
70196400,701959
70196500,701940
70196500,701951
70196600,701940
70196600,701952
70196600,701959
70196910,701939
70196910,701951
70196910,701959
70196990,701939
70196990,701951
70196990,701959
70197100,701932
70197200,701939
70197300,701939
70198010,701939
70198010,701990
70198090,701939
70198090,701990
70199000,701939
70199000,701940
70199000,701951
70199000,701952
70199000,701959
70199000,701990
70200005,702000
70200007,702000
70200008,702000
70200010,702000
70200030,702000
70200080,702000
71011000,710110
71012100,710121
71012200,710122
71021000,710210
71022100,710221
71022900,710229
71023100,710231
71023900,710239
71031000,710310
71039100,710391
71039900,710399
71041000,710410
71042100,710420
71042900,710420
71049100,710490
71049900,710490
71051000,710510
71059000,710590
71061000,710610
71069100,710691
71069200,710692
71070000,710700
71081100,710811
71081200,710812
71081310,710813
71081380,710813
71082000,710820
71090000,710900
71101100,711011
71101910,711019
71101980,711019
71102100,711021
71102900,711029
71103100,711031
71103900,711039
71104100,711041
71104900,711049
71110000,711100
71123000,711230
71129100,711291
71129200,711292
71129900,711299
71131100,711311
71131900,711319
71132000,711320
71141100,711411
71141900,711419
71142000,711420
71151000,711510
71159000,711590
71161000,711610
71162011,711620
71162080,711620
71171100,711711
71171900,711719
71179000,711790
71181000,711810
71189000,711890
72011011,720110
72011019,720110
72011030,720110
72011090,720110
72012000,720120
72015010,720150
72015090,720150
72021120,720211
72021180,720211
72021900,720219
72022100,720221
72022910,720229
72022990,720229
72023000,720230
72024110,720241
72024190,720241
72024910,720249
72024950,720249
72024990,720249
72025000,720250
72026000,720260
72027000,720270
72028000,720280
72029100,720291
72029200,720292
72029300,720293
72029910,720299
72029930,720299
72029980,720299
72031000,720310
72039000,720390
72041000,720410
72042110,720421
72042190,720421
72042900,720429
72043000,720430
72044110,720441
72044191,720441
72044199,720441
72044910,720449
72044930,720449
72044990,720449
72045000,720450
72051000,720510
72052100,720521
72052900,720529
72061000,720610
72069000,720690
72071111,720711
72071114,720711
72071116,720711
72071190,720711
72071210,720712
72071290,720712
72071912,720719
72071919,720719
72071980,720719
72072011,720720
72072015,720720
72072017,720720
72072019,720720
72072032,720720
72072039,720720
72072052,720720
72072059,720720
72072080,720720
72081000,720810
72082500,720825
72082600,720826
72082700,720827
72083600,720836
72083700,720837
72083800,720838
72083900,720839
72084000,720840
72085120,720851
72085191,720851
72085198,720851
72085210,720852
72085291,720852
72085299,720852
72085310,720853
72085390,720853
72085400,720854
72089020,720890
72089080,720890
72091500,720915
72091610,720916
72091690,720916
72091710,720917
72091790,720917
72091810,720918
72091891,720918
72091899,720918
72092500,720925
72092610,720926
72092690,720926
72092710,720927
72092790,720927
72092810,720928
72092890,720928
72099020,720990
72099080,720990
72101100,721011
72101220,721012
72101280,721012
72102000,721020
72103000,721030
72104100,721041
72104900,721049
72105000,721050
72106100,721061
72106900,721069
72107010,721070
72107080,721070
72109030,721090
72109040,721090
72109080,721090
72111300,721113
72111400,721114
72111900,721119
72112320,721123
72112330,721123
72112380,721123
72112900,721129
72119020,721190
72119080,721190
72121010,721210
72121090,721210
72122000,721220
72123000,721230
72124020,721240
72124080,721240
72125020,721250
72125030,721250
72125040,721250
72125061,721250
72125069,721250
72125090,721250
72126000,721260
72131000,721310
72132000,721320
72139110,721391
72139120,721391
72139141,721391
72139149,721391
72139170,721391
72139190,721391
72139910,721399
72139990,721399
72141000,721410
72142000,721420
72143000,721430
72149110,721491
72149190,721491
72149910,721499
72149931,721499
72149939,721499
72149950,721499
72149971,721499
72149979,721499
72149995,721499
72151000,721510
72155011,721550
72155019,721550
72155080,721550
72159000,721590
72161000,721610
72162100,721621
72162200,721622
72163110,721631
72163190,721631
72163211,721632
72163219,721632
72163291,721632
72163299,721632
72163310,721633
72163390,721633
72164010,721640
72164090,721640
72165010,721650
72165091,721650
72165099,721650
72166110,721661
72166190,721661
72166900,721669
72169110,721691
72169180,721691
72169900,721699
72171010,721710
72171031,721710
72171039,721710
72171050,721710
72171090,721710
72172010,721720
72172030,721720
72172050,721720
72172090,721720
72173041,721730
72173049,721730
72173050,721730
72173090,721730
72179020,721790
72179050,721790
72179090,721790
72181000,721810
72189110,721891
72189180,721891
72189911,721899
72189919,721899
72189920,721899
72189980,721899
72191100,721911
72191210,721912
72191290,721912
72191310,721913
72191390,721913
72191410,721914
72191490,721914
72192110,721921
72192190,721921
72192210,721922
72192290,721922
72192300,721923
72192400,721924
72193100,721931
72193210,721932
72193290,721932
72193310,721933
72193390,721933
72193410,721934
72193490,721934
72193510,721935
72193590,721935
72199020,721990
72199080,721990
72201100,722011
72201200,722012
72202021,722020
72202029,722020
72202041,722020
72202049,722020
72202081,722020
72202089,722020
72209020,722090
72209080,722090
72210010,722100
72210090,722100
72221111,722211
72221119,722211
72221181,722211
72221189,722211
72221910,722219
72221990,722219
72222011,722220
72222019,722220
72222021,722220
72222029,722220
72222031,722220
72222039,722220
72222081,722220
72222089,722220
72223051,722230
72223091,722230
72223097,722230
72224010,722240
72224050,722240
72224090,722240
72230011,722300
72230019,722300
72230091,722300
72230099,722300
72241010,722410
72241090,722410
72249002,722490
72249003,722490
72249005,722490
72249007,722490
72249014,722490
72249018,722490
72249031,722490
72249038,722490
72249090,722490
72251100,722511
72251910,722519
72251990,722519
72253010,722530
72253030,722530
72253090,722530
72254012,722540
72254015,722540
72254040,722540
72254060,722540
72254090,722540
72255020,722550
72255080,722550
72259100,722591
72259200,722592
72259900,722599
72261100,722611
72261910,722619
72261980,722619
72262000,722620
72269120,722691
72269191,722691
72269199,722691
72269200,722692
72269910,722699
72269930,722699
72269970,722699
72271000,722710
72272000,722720
72279010,722790
72279050,722790
72279095,722790
72281020,722810
72281050,722810
72281090,722810
72282010,722820
72282091,722820
72282099,722820
72283020,722830
72283041,722830
72283049,722830
72283061,722830
72283069,722830
72283070,722830
72283089,722830
72284010,722840
72284090,722840
72285020,722850
72285040,722850
72285061,722850
72285069,722850
72285080,722850
72286020,722860
72286080,722860
72287010,722870
72287090,722870
72288000,722880
72292000,722920
72299020,722990
72299050,722990
72299090,722990
73011000,730110
73012000,730120
73021010,730210
73021022,730210
73021028,730210
73021040,730210
73021050,730210
73021090,730210
73023000,730230
73024000,730240
73029000,730290
73030010,730300
73030090,730300
73041100,730411
73041910,730419
73041930,730419
73041990,730419
73042200,730422
73042300,730423
73042400,730424
73042910,730429
73042930,730429
73042990,730429
73043120,730431
73043180,730431
73043950,730439
73043982,730439
73043983,730439
73043988,730439
73044100,730441
73044983,730449
73044985,730449
73044989,730449
73045110,730451
73045181,730451
73045189,730451
73045930,730459
73045982,730459
73045983,730459
73045989,730459
73049000,730490
73051100,730511
73051200,730512
73051900,730519
73052000,730520
73053100,730531
73053900,730539
73059000,730590
73061100,730611
73061900,730619
73062100,730621
73062900,730629
73063012,730630
73063018,730630
73063041,730630
73063049,730630
73063072,730630
73063077,730630
73063080,730630
73064020,730640
73064080,730640
73065021,730650
73065029,730650
73065080,730650
73066110,730661
73066192,730661
73066199,730661
73066910,730669
73066990,730669
73069000,730690
73071110,730711
73071190,730711
73071910,730719
73071990,730719
73072100,730721
73072210,730722
73072290,730722
73072310,730723
73072390,730723
73072910,730729
73072980,730729
73079100,730791
73079210,730792
73079290,730792
73079311,730793
73079319,730793
73079391,730793
73079399,730793
73079910,730799
73079980,730799
73081000,730810
73082000,730820
73083000,730830
73084000,730840
73089051,730890
73089059,730890
73089098,730890
73090010,730900
73090030,730900
73090051,730900
73090059,730900
73090090,730900
73101000,731010
73102111,731021
73102119,731021
73102191,731021
73102199,731021
73102910,731029
73102990,731029
73110011,731100
73110013,731100
73110019,731100
73110030,731100
73110091,731100
73110099,731100
73121020,731210
73121041,731210
73121049,731210
73121061,731210
73121065,731210
73121069,731210
73121081,731210
73121083,731210
73121085,731210
73121089,731210
73121098,731210
73129000,731290
73130000,731300
73141200,731412
73141400,731414
73141900,731419
73142010,731420
73142090,731420
73143100,731431
73143900,731439
73144100,731441
73144200,731442
73144900,731449
73145000,731450
73151110,731511
73151190,731511
73151200,731512
73151900,731519
73152000,731520
73158100,731581
73158200,731582
73158900,731589
73159000,731590
73160000,731600
73170020,731700
73170060,731700
73170080,731700
73181100,731811
73181210,731812
73181290,731812
73181300,731813
73181410,731814
73181491,731814
73181499,731814
73181520,731815
73181535,731815
73181542,731815
73181548,731815
73181552,731815
73181558,731815
73181562,731815
73181568,731815
73181575,731815
73181582,731815
73181588,731815
73181595,731815
73181631,731816
73181639,731816
73181640,731816
73181660,731816
73181692,731816
73181699,731816
73181900,731819
73182100,731821
73182200,731822
73182300,731823
73182400,731824
73182900,731829
73194000,731940
73199010,731990
73199090,731990
73201011,732010
73201019,732010
73201090,732010
73202020,732020
73202081,732020
73202085,732020
73202089,732020
73209010,732090
73209030,732090
73209090,732090
73211110,732111
73211190,732111
73211200,732112
73211900,732119
73218100,732181
73218200,732182
73218900,732189
73219000,732190
73221100,732211
73221900,732219
73229000,732290
73231000,732310
73239100,732391
73239200,732392
73239300,732393
73239400,732394
73239900,732399
73241000,732410
73242100,732421
73242900,732429
73249000,732490
73251000,732510
73259100,732591
73259910,732599
73259990,732599
73261100,732611
73261910,732619
73261990,732619
73262000,732620
73269030,732690
73269040,732690
73269050,732690
73269060,732690
73269092,732690
73269094,732690
73269096,732690
73269098,732690
74010000,740100
74020000,740200
74031100,740311
74031200,740312
74031300,740313
74031900,740319
74032100,740321
74032200,740322
74032900,740329
74040010,740400
74040091,740400
74040099,740400
74050000,740500
74061000,740610
74062000,740620
74071000,740710
74072110,740721
74072190,740721
74072900,740729
74081100,740811
74081910,740819
74081990,740819
74082100,740821
74082200,740822
74082900,740829
74091100,740911
74091900,740919
74092100,740921
74092900,740929
74093100,740931
74093900,740939
74094000,740940
74099000,740990
74101100,741011
74101200,741012
74102100,741021
74102200,741022
74111010,741110
74111090,741110
74112110,741121
74112190,741121
74112200,741122
74112900,741129
74121000,741210
74122000,741220
74130000,741300
74151000,741510
74152100,741521
74152900,741529
74153300,741533
74153900,741539
74181010,741810
74181090,741810
74182000,741820
74192000,741910
74192000,741991
74198010,741910
74198010,741999
74198030,741910
74198030,741999
74198090,741910
74198090,741999
75011000,750110
75012000,750120
75021000,750210
75022000,750220
75030010,750300
75030090,750300
75040000,750400
75051100,750511
75051200,750512
75052100,750521
75052200,750522
75061000,750610
75062000,750620
75071100,750711
75071200,750712
75072000,750720
75081000,750810
75089000,750890
76011010,760110
76011090,760110
76012030,760120
76012040,760120
76012080,760120
76020011,760200
76020019,760200
76020090,760200
76031000,760310
76032000,760320
76041010,760410
76041090,760410
76042100,760421
76042910,760429
76042990,760429
76051100,760511
76051900,760519
76052100,760521
76052900,760529
76061130,760611
76061150,760611
76061191,760611
76061193,760611
76061199,760611
76061211,760612
76061219,760612
76061230,760612
76061250,760612
76061292,760612
76061293,760612
76061299,760612
76069100,760691
76069200,760692
76071111,760711
76071119,760711
76071190,760711
76071910,760719
76071990,760719
76072010,760720
76072091,760720
76072099,760720
76081000,760810
76082020,760820
76082081,760820
76082089,760820
76090000,760900
76101000,761010
76109010,761090
76109090,761090
76110000,761100
76121000,761210
76129020,761290
76129030,761290
76129080,761290
76130000,761300
76141000,761410
76149000,761490
76151010,761510
76151030,761510
76151080,761510
76152000,761520
76161000,761610
76169100,761691
76169910,761699
76169990,761699
78011000,780110
78019100,780191
78019910,780199
78019990,780199
78020000,780200
78041100,780411
78041900,780419
78042000,780420
78060010,780600
78060080,780600
79011100,790111
79011210,790112
79011230,790112
79011290,790112
79012000,790120
79020000,790200
79031000,790310
79039000,790390
79040000,790400
79050000,790500
79070000,790700
80011000,800110
80012000,800120
80020000,800200
80030000,800300
80070010,800700
80070080,800700
81011000,810110
81019400,810194
81019600,810196
81019700,810197
81019910,810199
81019990,810199
81021000,810210
81029400,810294
81029500,810295
81029600,810296
81029700,810297
81029900,810299
81032000,810320
81033000,810330
81039100,810390
81039910,810390
81039990,810390
81041100,810411
81041900,810419
81042000,810420
81043000,810430
81049000,810490
81052000,810520
81053000,810530
81059000,810590
81061010,810600
81061090,810600
81069010,810600
81069090,810600
81082000,810820
81083000,810830
81089030,810890
81089050,810890
81089060,810890
81089090,810890
81092100,810920
81092900,810920
81093100,810930
81093900,810930
81099100,810990
81099900,810990
81101000,811010
81102000,811020
81109000,811090
81110011,811100
81110019,811100
81110090,811100
81121200,811212
81121300,811213
81121900,811219
81122110,811221
81122190,811221
81122200,811222
81122900,811229
81123100,811292
81123900,811299
81124110,811292
81124190,811292
81124900,811299
81125100,811251
81125200,811252
81125900,811259
81126100,810730
81126910,810720
81126910,810790
81126990,810720
81126990,810790
81129221,811292
81129240,811292
81129281,811292
81129289,811292
81129291,811292
81129295,811292
81129940,811299
81129950,811299
81129970,811299
81130020,811300
81130040,811300
81130090,811300
82011000,820110
82013000,820130
82014000,820140
82015000,820150
82016000,820160
82019000,820190
82021000,820210
82022000,820220
82023100,820231
82023900,820239
82024000,820240
82029100,820291
82029920,820299
82029980,820299
82031000,820310
82032000,820320
82033000,820330
82034000,820340
82041100,820411
82041200,820412
82042000,820420
82051000,820510
82052000,820520
82053000,820530
82054000,820540
82055100,820551
82055910,820559
82055980,820559
82056000,820560
82057000,820570
82059010,820590
82059090,820590
82060000,820600
82071300,820713
82071910,820719
82071990,820719
82072010,820720
82072090,820720
82073010,820730
82073090,820730
82074010,820740
82074030,820740
82074090,820740
82075010,820750
82075030,820750
82075050,820750
82075060,820750
82075070,820750
82075090,820750
82076010,820760
82076030,820760
82076050,820760
82076070,820760
82076090,820760
82077010,820770
82077031,820770
82077037,820770
82077090,820770
82078011,820780
82078019,820780
82078090,820780
82079010,820790
82079030,820790
82079050,820790
82079071,820790
82079078,820790
82079091,820790
82079099,820790
82081000,820810
82082000,820820
82083000,820830
82084000,820840
82089000,820890
82090020,820900
82090080,820900
82100000,821000
82111000,821110
82119100,821191
82119200,821192
82119300,821193
82119400,821194
82119500,821195
82121010,821210
82121090,821210
82122000,821220
82129000,821290
82130000,821300
82141000,821410
82142000,821420
82149000,821490
82151020,821510
82151030,821510
82151080,821510
82152010,821520
82152090,821520
82159100,821591
82159910,821599
82159990,821599
83011000,830110
83012000,830120
83013000,830130
83014011,830140
83014019,830140
83014090,830140
83015000,830150
83016000,830160
83017000,830170
83021000,830210
83022000,830220
83023000,830230
83024110,830241
83024150,830241
83024190,830241
83024200,830242
83024900,830249
83025000,830250
83026000,830260
83030040,830300
83030090,830300
83040000,830400
83051000,830510
83052000,830520
83059000,830590
83061000,830610
83062100,830621
83062900,830629
83063000,830630
83071000,830710
83079000,830790
83081000,830810
83082000,830820
83089000,830890
83091000,830910
83099010,830990
83099090,830990
83100000,831000
83111000,831110
83112000,831120
83113000,831130
83119000,831190
84011000,840110
84012000,840120
84013000,840130
84014000,840140
84021100,840211
84021200,840212
84021910,840219
84021990,840219
84022000,840220
84029000,840290
84031010,840310
84031090,840310
84039010,840390
84039090,840390
84041000,840410
84042000,840420
84049000,840490
84051000,840510
84059000,840590
84061000,840610
84068100,840681
84068200,840682
84069010,840690
84069090,840690
84071000,840710
84072110,840721
84072191,840721
84072199,840721
84072900,840729
84073100,840731
84073210,840732
84073290,840732
84073320,840733
84073380,840733
84073410,840734
84073430,840734
84073491,840734
84073499,840734
84079010,840790
84079050,840790
84079080,840790
84079090,840790
84081011,840810
84081019,840810
84081023,840810
84081027,840810
